סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
5,1548,עפולה,7700,55,23,0,419,305,2,303,18,0,0,0,0,0,0,34,0,0,0,0,0,0,0,7,17,163,0,0,0,0,51,0,0,0,0,0,0,0,1,12
5,1556,עפולה,7700,66,30,0,644,466,2,464,23,2,2,0,0,0,0,13,0,1,0,0,0,0,0,11,55,208,4,2,0,0,120,0,1,0,0,0,0,0,1,21
4,1388,פוריה עילית,1313,1,1,0,403,254,3,251,22,0,2,0,0,0,0,10,0,0,0,0,0,0,0,1,25,98,5,0,0,0,82,0,0,0,0,0,0,0,2,4
6,2652,צביה,1180,1,1,0,267,184,1,183,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,11,33,0,0,0,111,0,0,0,0,0,0,0,0,0
10,4636,צוקי ים,1102,1,2,0,162,114,0,114,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,12,22,0,0,0,62,0,0,0,0,0,1,0,0,5
6,2807,צוריאל,774,1,1,0,288,213,1,212,45,0,0,0,0,0,19,9,0,0,0,0,0,0,0,12,3,95,1,0,0,0,13,0,0,0,0,0,0,0,0,15
18,9919,קוואעין (שבט),972,1,1,0,475,94,0,94,1,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1,1,0,0,0
9,4018,קיסריה,1167,3,2,0,550,335,0,335,24,1,2,0,0,0,0,11,0,0,0,0,0,0,0,1,17,63,43,0,0,0,171,0,0,0,0,0,0,0,0,2
2,1113,קליה,3601,1,1,0,313,221,2,219,18,3,1,0,0,0,0,13,0,1,0,0,0,0,0,3,16,38,4,0,0,0,120,0,1,0,0,0,0,0,0,1
8,3494,קרית אתא,6800,25,3,0,634,455,2,453,19,19,0,1,0,0,0,48,0,0,0,0,0,0,0,16,39,180,3,0,0,0,78,0,0,0,0,0,0,0,2,48
8,3497,קרית אתא,6800,28,14,0,544,414,1,413,13,46,0,0,0,0,2,67,0,0,0,0,0,0,0,17,14,134,1,0,0,0,48,0,0,0,0,0,0,0,0,71
8,3508,קרית אתא,6800,39,49,0,715,531,3,528,25,7,0,0,0,0,0,26,0,0,0,0,0,0,0,11,41,241,1,0,0,0,117,0,0,0,0,0,1,0,0,58
8,3528,קרית אתא,6800,61.2,62,0,578,420,0,420,9,7,0,0,0,0,0,18,0,0,0,0,0,0,0,8,16,192,4,0,0,0,146,0,0,0,0,0,0,0,0,20
8,3541,קרית אתא,6800,71,40,0,575,429,1,428,40,0,0,0,0,0,0,19,0,0,0,0,0,0,0,4,21,169,8,0,0,0,163,1,0,0,0,0,0,0,0,3
8,3426,קרית ביאליק,9500,7,7,0,546,382,1,381,35,5,0,0,0,0,0,13,0,0,0,0,0,0,0,3,17,99,7,0,0,0,193,0,0,0,0,0,0,0,0,9
8,3433,קרית ביאליק,9500,14,10,0,561,320,5,315,3,7,0,0,0,0,0,2,0,0,0,0,0,0,0,1,142,107,1,0,0,0,46,0,0,0,0,1,0,0,0,5
8,3434,קרית ביאליק,9500,16,13,0,569,305,1,304,12,14,0,0,0,0,0,4,0,0,0,0,1,0,0,2,75,122,4,0,0,0,59,0,0,0,0,0,0,0,0,11
17,8915,קרית גת,2630,3,6,0,441,251,2,249,11,6,0,0,0,0,0,13,0,0,0,0,0,0,1,4,24,105,1,0,0,0,32,0,0,0,0,1,0,0,0,51
17,8916,קרית גת,2630,4,22,0,614,333,8,325,4,2,0,0,0,0,0,10,0,1,0,0,1,0,1,5,67,146,1,1,0,0,46,0,0,0,0,0,1,1,2,36
17,8922,קרית גת,2630,11,2,0,540,377,3,374,26,0,0,0,0,0,1,22,0,0,0,0,0,0,0,13,10,174,8,0,0,0,90,0,0,0,0,1,0,0,0,29
17,8932,קרית גת,2630,21,5,0,417,263,0,263,5,28,0,0,0,0,2,12,0,0,0,1,0,0,0,4,37,78,0,0,1,0,26,1,1,0,0,0,0,0,0,67
17,8933,קרית גת,2630,22,5,0,594,403,0,403,28,3,0,0,0,0,0,19,0,1,0,0,0,0,0,13,36,153,3,0,0,0,83,0,0,0,0,0,0,0,0,64
17,8948,קרית גת,2630,34,3,0,540,328,2,326,15,10,0,0,0,0,0,12,0,0,0,0,0,0,2,6,50,105,1,0,0,0,75,0,4,0,0,0,0,1,0,45
17,8951,קרית גת,2630,38,11,0,463,275,13,262,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,33,93,1,1,0,0,84,0,2,0,0,0,1,1,0,36
17,8952,קרית גת,2630,39,11,0,457,324,1,323,21,24,0,0,0,0,0,40,0,0,0,0,0,0,0,13,20,104,0,0,0,0,51,0,0,0,0,0,0,0,0,50
17,8954,קרית גת,2630,42,5,0,533,302,0,302,13,7,0,0,0,0,0,13,0,0,0,0,0,0,0,5,61,99,4,0,0,0,62,1,0,0,0,0,0,0,2,35
17,8959,קרית גת,2630,55,17,0,727,520,2,518,2,251,0,0,0,0,0,12,0,0,0,0,0,0,0,7,49,59,0,0,0,0,39,1,0,0,0,1,0,0,1,96
17,8968,קרית גת,2630,65,17,0,584,355,5,350,5,63,0,0,0,0,0,2,0,0,0,0,0,0,0,4,77,67,0,0,1,0,26,0,0,0,0,0,0,2,1,102
17,8970,קרית גת,2630,67,19,0,576,334,3,331,3,5,0,0,0,0,0,7,0,0,0,0,0,0,0,6,84,131,1,0,2,0,41,0,0,0,0,0,0,0,0,51
17,8971,קרית גת,2630,68,17,0,610,470,3,467,21,43,0,0,0,0,0,36,0,0,0,0,0,0,0,3,12,192,3,0,0,0,94,0,0,0,0,0,0,0,0,63
17,8977,קרית גת,2630,71,13,0,457,256,1,255,5,3,0,3,1,0,0,2,0,0,0,0,0,0,0,0,98,80,4,0,0,0,42,1,0,0,0,2,0,0,1,13
8,3553,קרית ים,9600,4,5,0,654,400,1,399,26,11,0,0,0,0,0,13,0,0,1,0,0,0,0,9,23,168,1,0,0,0,124,0,0,0,0,0,0,0,0,23
8,3558,קרית ים,9600,9,2,0,672,313,3,310,7,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,94,140,3,0,0,0,53,0,0,0,0,0,0,0,0,7
8,3566,קרית ים,9600,17,27,0,615,298,6,292,5,4,0,0,1,0,0,6,0,1,0,0,0,0,0,4,49,166,1,1,0,0,41,0,0,0,0,1,0,0,0,12
8,3568,קרית ים,9600,19,18,0,635,314,2,312,3,3,0,0,0,0,0,3,0,1,0,0,0,0,0,5,122,125,0,0,0,0,29,0,0,1,0,0,0,1,0,19
8,3607,קרית ים,9600,64,15,0,464,339,2,337,16,3,0,0,0,0,0,12,0,0,0,0,0,0,0,4,67,111,2,1,0,0,111,0,0,0,0,0,0,0,0,10
8,3610,קרית מוצקין,8200,2,16,0,406,275,3,272,25,0,0,0,0,0,0,16,0,0,0,0,1,0,0,3,11,101,7,0,0,0,97,0,0,0,0,0,0,0,0,11
8,3616,קרית מוצקין,8200,8,13,0,549,284,2,282,16,1,0,0,0,0,0,8,0,0,0,0,0,0,0,4,49,119,2,0,0,0,69,1,0,0,0,1,0,0,0,12
8,3618,קרית מוצקין,8200,10,2,0,551,385,3,382,25,4,1,0,0,0,1,27,0,0,0,0,0,0,0,3,28,123,8,0,0,0,151,0,0,0,0,0,0,0,2,9
8,3625,קרית מוצקין,8200,16.2,1,0,626,344,4,340,28,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,86,85,9,0,0,0,108,0,1,0,0,0,0,0,0,5
8,3646,קרית מוצקין,8200,35,3,0,532,332,1,331,20,4,0,0,0,0,0,9,0,0,0,0,0,0,0,2,30,143,8,0,0,0,83,1,0,0,0,0,0,0,0,31
8,3647,קרית מוצקין,8200,36,14,0,412,231,3,228,14,3,0,0,0,0,0,12,0,0,0,0,0,0,0,7,39,78,6,0,0,0,61,0,0,0,0,0,2,0,0,6
17,9001,קרית מלאכי,1034,16,1,0,559,397,3,394,22,8,0,0,0,0,3,28,0,1,0,0,0,0,0,11,9,203,1,0,0,0,42,0,1,0,0,0,0,0,0,65
2,817,קרית ענבים,78,1,2,0,306,209,0,209,39,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,17,40,0,0,0,100,0,0,0,0,0,0,0,0,1
6,2494,ראס אל-עין,1334,1,1,0,264,189,1,188,7,1,103,0,0,0,0,0,0,0,1,1,0,0,1,1,8,3,2,0,0,0,60,0,0,0,0,0,0,0,0,0
13,5982,ראשון לציון,8300,12,40,0,602,296,0,296,13,1,0,0,0,0,0,11,0,0,0,0,0,0,0,9,31,112,2,0,0,0,90,0,5,0,0,0,0,2,0,20
13,5761,ראשון לציון,8300,26.3,128,0,613,312,1,311,17,2,0,0,0,0,0,7,0,0,1,0,0,0,0,1,54,91,7,0,0,0,128,0,0,0,0,0,0,0,0,3
13,5769,ראשון לציון,8300,35,63,0,571,355,1,354,10,8,0,0,0,0,0,15,0,0,0,0,0,0,1,6,50,125,6,0,0,0,111,0,0,0,0,0,0,0,0,22
13,5775,ראשון לציון,8300,45,36,0,514,307,0,307,18,2,2,0,0,0,0,8,0,0,0,0,0,0,1,5,52,87,7,0,0,0,108,0,0,0,0,0,0,0,0,17
13,5913,ראשון לציון,8300,48,23,0,565,295,0,295,20,2,0,0,0,0,0,14,0,0,0,0,0,0,0,6,52,71,8,0,0,0,115,0,1,0,0,1,1,0,0,4
13,5857,ראשון לציון,8300,71,44,0,598,375,2,373,21,2,0,0,0,0,0,37,0,0,0,0,0,0,0,4,45,97,6,0,0,0,145,0,1,0,0,0,1,0,0,14
13,5987,ראשון לציון,8300,90.5,25,0,618,373,2,371,10,5,2,0,0,0,0,7,0,0,0,0,0,0,0,8,39,166,3,0,0,0,106,0,0,0,0,0,0,1,0,24
13,5930,ראשון לציון,8300,92,11,0,754,468,0,468,18,5,0,0,0,0,0,21,1,1,0,0,0,0,1,7,57,134,11,0,0,0,203,0,0,0,0,0,0,0,1,8
13,5931,ראשון לציון,8300,93,76,0,601,344,4,340,30,2,0,0,0,0,0,10,0,2,0,0,0,0,0,4,58,72,3,0,0,0,147,0,0,0,0,0,0,0,0,12
13,5991,ראשון לציון,8300,96,3,0,590,334,2,332,8,1,0,0,0,0,0,9,0,0,0,0,0,0,0,11,40,157,0,0,0,0,77,0,1,0,0,0,0,1,0,27
13,5992,ראשון לציון,8300,98,3,0,651,332,4,328,5,1,2,0,0,0,1,12,0,0,0,0,0,0,0,3,20,140,6,1,0,0,90,0,10,0,0,0,1,0,0,36
13,5939,ראשון לציון,8300,111,50,0,545,358,0,358,30,3,0,0,0,0,0,14,0,2,0,0,0,0,0,4,29,80,7,0,0,0,178,0,0,0,0,0,0,0,0,11
13,5944,ראשון לציון,8300,116,105,0,567,273,1,272,13,6,0,0,0,0,0,10,0,0,0,0,0,0,0,6,47,82,5,0,0,0,95,0,3,0,0,0,0,0,0,5
13,5793,ראשון לציון,8300,128,10,0,693,361,0,361,12,3,1,0,0,0,0,11,0,4,0,0,0,0,0,1,104,95,10,0,0,0,103,0,0,0,0,0,0,0,0,17
13,5860,ראשון לציון,8300,131,28,0,514,361,2,359,33,4,0,0,0,0,1,6,0,1,0,0,0,0,0,1,47,64,12,0,0,0,185,0,0,0,0,0,1,0,0,4
13,5993,ראשון לציון,8300,150,124,0,506,370,0,370,23,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,30,128,5,0,0,0,165,0,0,0,0,0,0,0,0,4
13,5812,ראשון לציון,8300,177,120,0,524,446,2,444,28,2,0,0,0,0,0,19,0,0,0,0,0,0,0,4,48,126,5,0,0,0,196,0,0,0,0,0,0,0,2,14
13,5867,ראשון לציון,8300,204,44,0,555,378,3,375,20,4,0,0,0,0,1,28,0,0,0,0,0,0,0,1,56,86,11,0,0,0,160,0,0,0,0,0,0,0,1,7
13,5816,ראשון לציון,8300,228,55,0,475,310,2,308,23,4,0,1,0,0,0,18,0,0,0,0,0,0,0,5,41,95,9,0,0,0,101,0,0,0,0,0,0,0,1,10
13,6042,ראשון לציון,8300,243,125,0,571,386,2,384,16,0,0,0,0,0,1,17,0,0,0,0,0,0,0,4,48,158,3,0,1,0,117,0,0,0,0,0,0,0,0,19
13,6077,ראשון לציון,8300,287,115,0,759,560,3,557,21,1,0,0,0,0,0,12,0,0,0,0,0,0,0,3,29,214,20,0,0,0,239,0,0,0,0,0,0,0,0,18
13,6090,ראשון לציון,8300,308,99,0,607,431,1,430,18,3,0,0,0,0,0,18,0,0,0,0,0,0,0,8,48,140,6,0,0,0,173,0,0,0,0,0,0,0,0,16
13,5971,ראשון לציון,8300,507.4,122,0,568,438,1,437,24,2,0,1,0,0,0,17,0,1,0,0,0,0,0,7,20,160,11,0,0,0,181,0,1,0,0,1,0,0,0,11
13,5972,ראשון לציון,8300,507.5,122,0,564,438,2,436,32,1,0,1,0,0,0,12,0,0,0,0,0,0,0,6,25,133,13,0,0,0,200,1,0,0,0,0,0,0,0,12
13,5830,ראשון לציון,8300,956,7,0,200,121,0,121,27,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,29,34,1,0,0,0,27,0,0,0,0,0,0,0,0,0
13,6137,רחובות,8400,56,7,0,550,282,2,280,6,4,0,0,0,0,0,10,0,0,0,0,1,0,0,13,23,107,2,0,0,0,72,0,2,0,0,0,0,0,0,40
13,6138,רחובות,8400,57,7,0,404,269,3,266,10,3,0,0,0,0,1,13,0,0,0,0,0,0,0,11,10,135,1,0,0,0,24,0,1,0,0,0,0,0,1,56
13,6170,רחובות,8400,122,32,0,706,510,0,510,18,14,0,0,0,0,1,39,0,0,0,0,0,12,0,0,68,152,13,1,0,0,149,0,0,0,0,0,0,0,0,43
3,1186,ריחאניה,540,2,1,0,443,256,1,255,20,1,15,0,0,0,0,1,0,0,0,0,1,0,0,0,28,8,10,0,0,0,170,0,0,0,0,0,0,0,0,1
8,3407,רכסים,922,8,7,0,524,466,8,458,1,268,0,0,0,0,0,3,0,0,0,0,0,0,0,6,1,12,0,1,0,0,9,0,0,1,0,0,0,0,0,156
8,3408,רכסים,922,9,8,0,532,473,3,470,1,215,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,220
12,5347,רמלה,8500,62,9,0,604,316,4,312,7,5,13,0,0,0,0,3,0,0,0,0,0,0,0,4,27,197,5,0,0,0,8,0,3,0,0,1,1,0,0,38
12,5348,רמלה,8500,63,5,0,471,259,3,256,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,5,18,145,0,0,0,0,29,0,0,0,0,0,0,0,0,46
12,5363,רמלה,8500,82,3,0,501,306,3,303,1,6,1,0,0,0,0,9,0,1,0,0,1,0,1,4,20,153,0,0,0,0,58,1,4,0,0,0,0,0,0,43
15,7694,רמת גן,8600,132,10,0,576,287,1,286,16,14,1,1,0,0,0,16,0,0,0,0,0,0,0,7,18,82,12,0,1,0,110,0,0,0,0,0,0,0,0,8
8,3549,רמת יוחנן,178,2,1,0,383,272,1,271,47,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,12,11,45,0,0,0,150,0,1,0,0,0,0,0,0,0
19,10444,רעננה,8700,4,11,0,478,332,1,331,5,6,0,0,0,0,1,13,0,0,0,0,0,0,0,4,16,166,7,0,0,0,65,0,0,0,0,0,0,0,0,48
19,10497,רעננה,8700,54,2,0,700,440,0,440,23,7,2,1,0,0,0,19,0,0,0,0,0,0,0,3,21,74,36,0,0,0,238,0,0,0,0,0,1,0,0,15
19,10500,רעננה,8700,55.3,32,0,702,318,1,317,14,1,0,0,0,0,0,58,0,1,0,0,0,0,0,3,10,70,21,1,0,0,130,0,0,0,0,0,0,0,0,8
17,9145,שדה דוד,36,1,1,0,415,314,1,313,12,5,1,0,0,0,17,12,0,0,0,0,0,0,0,7,7,142,2,0,0,0,57,1,0,0,0,0,0,0,0,50
17,9146,שדה יואב,293,1,1,0,373,302,1,301,57,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,10,9,69,0,0,0,149,0,0,0,0,0,1,0,0,1
13,6518,שדמה,555,1,1,0,382,293,2,291,22,0,2,0,0,0,14,3,0,0,1,0,0,0,0,0,9,20,38,0,0,0,182,0,0,0,0,0,0,0,0,0
17,9032,שדרות,1031,19,4,0,730,512,4,508,46,9,2,0,0,0,0,23,0,0,0,0,0,0,0,35,30,241,1,0,0,0,40,0,0,0,0,0,0,0,0,81
17,9037,שדרות,1031,25,12,0,565,382,4,378,46,1,0,0,0,0,0,20,0,0,0,0,0,0,0,11,46,184,2,0,0,0,37,0,0,0,0,1,0,0,0,30
6,2495,שזור,527,1,1,0,279,193,0,193,10,4,0,0,0,0,7,3,0,0,0,0,0,0,0,3,2,116,1,0,0,0,31,0,0,0,0,1,0,0,0,15
14,7005,תל אביב - יפו,5000,745,231,0,434,202,2,200,5,1,0,0,0,0,0,8,0,0,0,0,0,0,0,2,14,102,11,0,0,0,26,0,0,0,0,0,0,0,0,31
5,1565,אביטל,2052,1,1,0,388,308,2,306,8,9,0,0,0,0,4,26,1,0,0,0,0,0,0,13,6,186,0,0,0,0,29,0,0,0,0,0,0,0,0,24
5,1567,אומן,1108,1,1,0,355,221,0,221,7,4,0,0,0,0,0,9,0,0,0,0,0,0,0,4,40,114,0,0,0,0,32,0,0,0,0,0,0,0,0,11
9,3862,אור עקיבא,1020,12.4,17,0,662,407,2,405,16,1,0,0,0,0,0,16,0,1,0,0,0,0,0,4,91,185,4,0,0,0,72,0,0,0,0,0,0,0,1,14
4,1391,אילניה,49,1,1,0,460,310,0,310,20,1,1,0,0,0,10,18,0,0,0,0,0,0,0,3,14,102,14,0,0,0,121,0,1,0,0,0,0,0,2,3
18,9714,אילת,2600,13.4,5,0,544,203,2,201,11,1,0,0,0,0,0,5,0,1,0,0,0,0,0,1,34,60,6,0,0,0,72,0,0,0,0,0,0,0,1,9
18,9716,אילת,2600,16,10,0,587,291,2,289,7,4,2,0,0,0,0,13,0,1,0,0,0,5,0,0,12,136,4,0,0,0,76,0,0,1,0,0,0,0,1,27
18,9722,אילת,2600,21.3,4,0,639,235,3,232,11,5,2,0,0,0,0,9,0,1,0,0,0,0,1,0,18,120,3,0,0,0,41,0,2,0,0,0,0,0,0,19
18,9724,אילת,2600,22,2,0,409,120,0,120,11,1,2,1,0,0,0,3,0,0,0,0,0,0,0,5,8,51,3,0,0,0,33,0,0,0,0,0,0,0,0,2
18,9753,אילת,2600,52,8,0,555,174,1,173,5,2,0,0,0,0,0,5,0,1,0,0,0,0,0,4,35,63,3,1,0,0,49,0,0,0,0,0,0,0,0,5
18,9758,אילת,2600,61,1,0,714,132,2,130,3,1,6,0,0,0,1,1,1,0,0,0,0,0,0,2,16,58,2,1,0,0,30,0,0,1,0,1,0,0,0,6
18,9766,אילת,2600,70,18,0,709,393,1,392,23,3,0,0,0,0,0,15,0,1,0,0,0,0,0,4,20,182,4,0,0,0,114,0,0,0,0,0,0,0,0,26
5,1755,אכסאל,478,5,4,0,722,465,5,460,1,0,437,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3,1,0,0,12,0,0,2,0,0,0,0,0,0
6,2669,אעבלין,529,12.2,9,0,402,296,0,296,0,1,282,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,4,0,0,0,0,0,0,0,0,0
17,8620,אשדוד,70,4,21,0,451,288,1,287,10,1,0,1,0,0,0,10,0,5,1,0,0,0,0,3,63,99,4,0,0,1,49,2,2,0,0,0,0,0,0,36
17,8628,אשדוד,70,12,49,0,634,232,0,232,7,5,0,0,0,0,0,1,0,0,0,0,0,1,0,2,58,93,1,1,0,0,31,0,0,0,0,1,0,0,0,31
17,8631,אשדוד,70,15,71,0,502,273,2,271,8,7,0,0,0,0,1,7,0,2,0,0,0,0,0,5,45,117,2,0,0,0,40,0,0,0,0,0,0,0,0,37
17,8632,אשדוד,70,16,24,0,555,301,5,296,3,85,0,0,0,0,0,8,0,2,1,0,0,0,0,6,14,85,0,0,0,0,27,0,4,0,0,1,0,0,0,60
17,8634,אשדוד,70,18,8,0,439,264,1,263,2,24,0,0,0,0,0,2,0,0,1,0,1,0,0,5,10,61,0,0,0,0,34,1,0,0,0,0,0,0,0,122
17,8643,אשדוד,70,27,84,0,622,371,2,369,12,3,0,0,0,0,2,6,0,1,0,1,0,10,0,0,76,131,2,0,0,0,60,0,0,0,0,2,0,0,0,63
17,8699,אשדוד,70,81,22,0,651,417,4,413,13,6,1,0,0,0,3,17,0,0,0,0,0,0,0,6,66,158,2,0,0,0,94,0,1,0,0,0,0,0,0,46
17,8737,אשדוד,70,119,38,0,539,358,1,357,14,4,0,0,0,0,0,20,0,0,0,0,0,0,0,4,59,146,5,1,0,0,77,0,0,0,0,0,0,0,0,27
17,8749,אשדוד,70,131,29,0,631,395,2,393,14,1,1,1,0,0,0,10,0,0,0,0,0,0,0,5,170,108,4,1,0,0,65,0,0,0,0,0,0,0,0,13
17,8788,אשדוד,70,170,38,0,493,338,0,338,14,3,0,0,0,0,0,11,0,0,0,0,0,0,0,2,31,130,8,0,0,0,115,0,0,0,0,0,0,0,0,24
17,8848,אשדוד,70,232,56,0,507,298,1,297,8,5,0,0,0,0,0,6,0,0,0,0,0,0,0,2,55,143,0,0,0,0,41,0,0,0,0,0,0,0,0,37
17,8874,אשדוד,70,261,73,0,572,393,1,392,13,3,0,0,0,0,4,16,0,0,0,0,0,0,0,8,75,149,1,0,0,0,93,0,0,0,0,0,0,1,0,29
17,8884,אשדוד,70,277,87,0,747,552,2,550,48,4,0,0,0,0,2,32,0,0,0,0,0,0,0,9,26,248,3,0,0,0,119,1,0,0,0,0,0,0,0,58
17,8887,אשדוד,70,280,58,0,515,341,0,341,11,3,0,0,0,0,0,16,0,0,0,0,0,0,0,1,94,111,2,1,0,0,72,0,0,0,0,1,0,0,0,29
17,8900,אשדוד,70,293,10,0,538,257,0,257,7,0,0,0,0,0,3,15,0,0,0,0,0,0,0,2,7,127,5,3,0,0,48,0,0,0,0,0,0,0,0,40
4,1370,אשדות יעקב  (מאוחד),188,1,1,0,516,345,1,344,84,0,0,0,1,0,2,9,0,0,0,0,0,0,0,7,17,49,26,0,0,0,146,0,0,0,0,0,0,0,0,3
17,8435,אשקלון,7100,1,46,0,590,272,3,269,7,2,0,0,0,0,0,12,0,0,0,0,0,0,0,7,101,93,1,0,0,0,28,0,1,0,0,0,0,1,1,15
17,8437,אשקלון,7100,3,92,0,657,411,1,410,11,6,0,1,0,0,1,10,1,0,0,0,0,0,0,12,51,152,2,0,0,0,73,0,1,0,0,0,0,0,1,88
17,8444,אשקלון,7100,10,22,0,525,304,2,302,1,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,127,95,4,0,1,0,34,0,1,0,0,0,0,0,0,27
17,8451,אשקלון,7100,17,22,0,488,282,0,282,3,5,0,0,0,0,0,7,0,1,0,0,0,0,0,3,121,97,1,0,0,0,33,0,0,0,0,0,0,0,0,11
17,8459,אשקלון,7100,25,21,0,613,381,2,379,12,14,1,0,0,0,1,18,0,0,0,0,0,0,0,10,17,202,1,0,0,0,23,0,0,0,0,0,0,0,1,79
17,8466,אשקלון,7100,32,2,0,500,257,7,250,4,7,3,0,0,0,0,11,0,0,0,0,0,0,0,6,62,68,3,0,0,0,36,1,1,0,0,0,0,0,0,48
17,8480,אשקלון,7100,46,34,0,757,477,1,476,19,8,0,0,0,0,0,28,0,0,0,0,0,0,0,25,58,213,1,0,0,0,65,0,1,0,0,0,0,0,0,58
17,8483,אשקלון,7100,49,32,0,788,316,1,315,12,3,4,0,0,0,2,14,0,0,1,0,0,0,1,5,78,135,3,0,0,0,48,1,0,0,0,1,0,0,0,7
17,8487,אשקלון,7100,53,37,0,663,274,3,271,10,2,0,0,0,0,0,15,0,1,0,0,0,0,0,4,37,115,1,1,0,0,64,0,1,0,0,0,0,0,0,20
17,8488,אשקלון,7100,54,23,0,418,277,2,275,11,5,0,0,0,0,0,16,0,1,0,0,0,0,0,6,20,137,5,0,0,0,44,0,0,0,0,0,0,0,0,30
17,8491,אשקלון,7100,57,44,0,686,452,0,452,28,2,0,0,0,0,1,26,0,0,0,0,0,0,0,11,42,171,8,0,0,0,138,0,0,0,0,1,0,0,0,24
17,8497,אשקלון,7100,63,16,0,618,371,1,370,4,19,0,0,0,0,0,12,0,0,0,0,0,0,0,18,53,165,0,0,0,0,53,0,2,0,0,0,0,0,1,43
17,8529,אשקלון,7100,97,48,0,770,503,2,501,12,7,1,0,0,0,1,13,0,0,0,0,0,0,0,13,139,184,6,0,0,0,86,0,0,2,0,0,1,0,0,36
17,8540,אשקלון,7100,108,76,0,677,471,0,471,19,3,0,0,0,0,2,35,1,0,0,0,0,0,0,12,74,211,2,0,0,0,77,0,0,0,0,0,0,0,0,35
17,8544,אשקלון,7100,112,1,0,712,367,4,363,5,4,0,0,0,1,0,7,0,1,0,0,0,0,0,6,107,146,0,0,0,0,39,1,3,0,0,0,0,0,0,43
17,8549,אשקלון,7100,117,34,0,719,479,4,475,21,6,0,0,0,0,0,32,0,0,0,0,0,0,0,18,38,222,2,0,0,0,61,0,0,0,0,0,0,0,0,75
17,8554,אשקלון,7100,123,32,0,627,412,0,412,19,9,0,0,0,0,0,40,0,0,0,0,0,0,0,5,16,201,2,0,0,0,93,0,0,0,0,0,0,0,0,27
17,8567,אשקלון,7100,137,87,0,573,402,0,402,21,4,0,0,1,0,2,21,0,0,0,0,0,0,0,6,58,150,9,0,0,0,112,0,0,0,0,0,0,0,0,18
17,8569,אשקלון,7100,139,22,0,452,294,1,293,8,3,0,0,0,0,0,5,0,0,0,0,0,0,0,5,116,106,1,0,0,0,36,0,0,0,0,0,0,0,1,12
17,8572,אשקלון,7100,142,13,0,611,426,0,426,15,7,0,0,0,0,1,25,0,0,0,0,0,0,0,18,34,190,1,0,0,0,100,0,0,0,0,0,0,0,0,35
17,8595,אשקלון,7100,162,22,0,702,510,4,506,21,4,0,0,0,0,0,21,1,0,0,0,0,0,0,13,102,208,3,2,0,0,92,0,0,0,0,1,0,0,1,37
17,8602,אשקלון,7100,169,80,0,697,527,5,522,16,4,0,0,0,0,1,25,0,0,0,0,0,0,0,8,53,255,4,0,0,0,117,0,0,0,1,0,0,0,0,38
9,3786,באקה אל-גרביה,6000,8,7,0,586,387,4,383,0,0,362,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,7,0,0,0,11,0,0,0,0,0,0,0,0,0
9,3800,באקה אל-גרביה,6000,22,7,0,590,361,1,360,7,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,18,0,0,0,0,0,0,0,1,0
18,9395,באר שבע,9000,1,15,0,462,242,2,240,7,2,4,0,0,0,1,4,0,0,0,0,0,0,0,0,43,124,3,2,1,0,23,1,0,0,0,1,0,0,1,23
18,9397,באר שבע,9000,3,6,0,463,197,3,194,5,4,4,0,0,0,0,6,0,0,1,0,0,0,0,6,18,99,6,0,0,0,25,0,0,0,0,0,0,0,0,20
18,9487,באר שבע,9000,7.2,41,0,685,313,5,308,12,7,1,1,0,0,0,9,0,0,0,0,0,0,0,5,60,123,5,0,0,0,41,0,0,0,0,0,0,0,0,44
18,9409,באר שבע,9000,29,34,0,481,209,3,206,3,2,4,0,0,0,0,1,0,1,0,0,0,5,0,0,29,112,0,0,0,0,15,0,2,0,0,0,0,0,0,32
18,9499,באר שבע,9000,38,33,0,633,396,3,393,17,10,1,2,0,0,0,68,0,0,0,0,0,0,0,13,23,155,6,0,0,0,50,0,0,0,0,0,0,0,0,48
